Requisition,Questionnaire_for_External_Career_Sites_Reference,Questionnaire_for_Internal_Career_Site_Reference,Supervisory_Organization_Reference,Position_Reference,Spotlight_Job,Scheduled_Weekly_Hours,Time_Type_Reference,Primary_Job_Posting_Location_Reference,Primary_Location_Reference,Position_Worker_Type_Reference,Worker_Type_Reference,Job_Profile_Reference,Target_Hire_Date,Recruiting_Start_Date,Job_Requisition_Status_Reference,DateCreated_TaylorMorrisonDatalake,DateModified_TaylorMorrisonDatalake,RequisitionReason
RW1664,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983010c8e50d22b01027e46""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Accounts Payable""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83012a502c35e6c201f52a""},{""@wd:type"":""Position_ID"",""#text"":""WL558100""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1663,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586fd37a2536bce""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Land Acquisition Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578013f22709407d500736f""},{""@wd:type"":""Position_ID"",""#text"":""WL555047""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1662,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586fd37a2536bce""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Land Acquisition Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578016d712e8a07d500696f""},{""@wd:type"":""Position_ID"",""#text"":""WL231223""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1661,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586e57dbbfc6baa""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801bfe7ac8007d500616f""},{""@wd:type"":""Position_ID"",""#text"":""WL099753""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1660,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801480f3fb009630111d0""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Land Acquisition Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578014545dac65273007b1e""},{""@wd:type"":""Position_ID"",""#text"":""WL558116""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1659,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca38680185d8347bc0ba015712""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Land Acquisition""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578018576fc7607d500576f""},{""@wd:type"":""Position_ID"",""#text"":""WL555424""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1658,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158675dbeacd6b0e""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Division Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801fed4e86c07d5004f6f""},{""@wd:type"":""Position_ID"",""#text"":""WL557920""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1657,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801dbb44f3830ba016411""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801c6b0a06207d500476f""},{""@wd:type"":""Position_ID"",""#text"":""WL555368""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1656,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff199830197b3d713fdfd011f40""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Seattle Office Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83017acba0a7506f01f00d""},{""@wd:type"":""Position_ID"",""#text"":""WL557715""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1655,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983011fc1071f16fe014e40""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Seattle Accounts Payable""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f8301cbfa6599506f01e80d""},{""@wd:type"":""Position_ID"",""#text"":""WL558651""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1654,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983011fc1071f16fe014e40""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Seattle Accounts Payable""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f8301e3d3548d506f01e00d""},{""@wd:type"":""Position_ID"",""#text"":""WL558420""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1653,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff1998301968a90c0610002fe44""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Construction Area A""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83011b6d8f26e6c201ed2a""},{""@wd:type"":""Position_ID"",""#text"":""WL558668""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510283dfcf87857ab6137""},{""@wd:type"":""Job_Profile_ID"",""#text"":""SUPER""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1652,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983018d9719742e00029744""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Land Planning Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83014dcf1318e6c201e52a""},{""@wd:type"":""Position_ID"",""#text"":""WL558669""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510283dfcf87857ab6137""},{""@wd:type"":""Job_Profile_ID"",""#text"":""SUPER""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1651,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff1998301477c43f19fff018b43""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f830155df2d09e6c201dd2a""},{""@wd:type"":""Position_ID"",""#text"":""WL558667""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510283dfd1a35c450615b""},{""@wd:type"":""Job_Profile_ID"",""#text"":""VPF""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1650,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca38680102d7139cc75901e8c4""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Houston Sales Area A""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801a3a99cf60e6700a201""},{""@wd:type"":""Position_ID"",""#text"":""WL558666""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510283dfb94d65250603e""},{""@wd:type"":""Job_Profile_ID"",""#text"":""IHC""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1649,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ff64dd282cfe018440""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Seattle Customer Care""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f8301be59ef80506f01d80d""},{""@wd:type"":""Position_ID"",""#text"":""WL558665""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001ce69f3955dd01f72dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Bellevue/Seattle""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510283dfafdb4e9175fa6""},{""@wd:type"":""Job_Profile_ID"",""#text"":""CSR2""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1648,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801eb2122a8195c0195c7""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Austin Cadence""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801f441f74d8e6d00e408""},{""@wd:type"":""Position_ID"",""#text"":""WL558277""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d67a4d48c5b8e""},{""@wd:type"":""Location_ID"",""#text"":""TX - Austin""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d67a4d48c5b8e""},{""@wd:type"":""Location_ID"",""#text"":""TX - Austin""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""5f0a0eb47e6d01a2ddeedda36f721ebb""},{""@wd:type"":""Job_Profile_ID"",""#text"":""PRMCOR""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
